iteration,score,mean_reward,kills_attrib,damage_dealt,hits,hits_taken,damage_taken,deaths,action_top_frac,unique_actions,train_time_s,enemy_dist,backward_while_enemy_penalty,death,weapon_situational_bonus,blind_fire_penalty
1,12.640332762013585,35.60732425428772,0.3516,24.266666666666666,0.8,7.066666666666666,52.86666666666667,0.2,0.5991983967935872,5,6753.8117089271545,0.07494481426168349,0.09507143064099162,16.78392730173686,0.25953046946896285,0.006240745617697461
2,3.432725264345093,27.73060236382298,0.21693333333333334,34.06666666666667,0.4666666666666667,2.1333333333333333,36.4,0.26666666666666666,0.9755335762623634,5,6815.203490018845,0.048719342440344315,0.005808361216819946,18.394113749299223,0.2603902541101231,0.02832290311184182
3,-1.2493692492810737,15.92758097932674,0.13333333333333333,23.0,0.4666666666666667,2.7333333333333334,46.86666666666667,0.26666666666666666,0.9718004338394793,5,6800.1374361515045,0.03247013931549629,0.09699098521619944,17.98931168960506,0.12431868873739667,0.0072729986882840245
4,-3.5658172115548927,21.601416587891677,0.06666666666666667,11.333333333333334,0.13333333333333333,4.2,42.733333333333334,0.13333333333333333,0.8764044943820225,3,6869.840943098068,0.08929924178468726,0.09379310599710282,16.382829967637917,0.30577349576772084,0.00604356897504339
5,0.4270734716996394,35.35713914881926,0.13333333333333333,9.333333333333334,1.0,4.133333333333334,26.333333333333332,0.06666666666666667,0.9342532467532467,6,6871.564393997192,0.12443720066741022,0.09737089799328215,8.637788188200854,0.2820689959691782,0.018911201830962364
6,-3.05859488083477,27.532437122861545,0.06666666666666667,15.733333333333333,0.6666666666666666,3.466666666666667,48.2,0.3333333333333333,0.9476359938993391,4,6867.969313621521,0.11117718908236876,0.004208849472738064,15.872078503855537,0.12948240431170577,0.02636762963167613
7,11.124553979658414,37.29077593483962,0.4298666666666666,37.8,2.2666666666666666,6.533333333333333,54.53333333333333,0.4666666666666667,0.8435251798561151,4,6866.0847952365875,0.08515349471590478,0.07722336374379826,14.60590287490072,0.06236815699908555,0.013384973596368232
